964.7734,1138.318,180.359313964844,0.1677761,-0.9858252
1054.498,1169.842,275.754606246948,0.3815603,-0.9243439
1160.17,1191.623,384.50191116333,0.06429368,-0.9979311
1271.598,1193.644,496.015548706055,-0.03843856,-0.999261
1369.225,1185.671,594.008089065552,-0.09411526,-0.9955613
1467.004,1174.027,692.487098693848,-0.125325,-0.9921157
1572.312,1163.598,798.328052520752,-0.0766077,-0.9970613
1650.008,1156.476,876.375202178955,-0.09285724,-0.9956795
1764.228,1148.388,990.888347625732,-0.06089294,-0.9981443
1848.6,1148.7,1075.45774269104,0.1151181,-0.9933518
1958,1175.6,1188.49868011475,0.4260512,-0.904699
2022.489,1228.1,1272.43389701843,0.8111242,-0.5848739
2064.145,1313.15,1367.37812805176,0.9349459,-0.3547901
2101.777,1433.22,1493.2835483551,0.9782934,-0.2072245
2111.222,1499.026,1559.76698493958,0.9881419,-0.1535434
2136.1,1635.3,1698.29592323303,0.9769246,-0.2135843
2157.7,1725.8,1791.33786964417,0.9773436,-0.2116588
2170.6,1807.9,1874.44974327087,0.9896013,-0.1438374
2183.9,1916.5,1983.89436531067,0.9879052,-0.155059
2202.6,2014,2083.18377685547,0.9832116,-0.1824688
2225.2,2107.9,2179.86091041565,0.9567135,-0.2910315
2253.5,2223.3,2298.75912284851,0.9832389,-0.1823219
2270.5,2312.5,2389.58312988281,0.9615891,-0.2744929
2303.71,2411.55,2494.05598449707,0.9634976,-0.2677169
2322.41,2504.46,2588.84957122803,0.9842378,-0.1768498
2331.8,2611.5,2696.61248779297,1,0
2333.1,2709.3,2794.42823028564,0.999961,-0.008834856
2330.5,2798,2883.29793739319,0.9844533,0.1756466
2286.5,2902.4,2997.30042076111,0.8373147,0.5467212
2222,2971.4,3092.30584907532,0.5497622,0.8353212
2121.7,2998.5,3197.57604026794,0.04806948,0.998844
2032.366,2999.933,3286.92301177979,-0.0151453,0.9998853
1929,2993.9,3390.4790802002,-0.06750417,0.9977191
1830.363,2979.638,3490.21416854858,-0.1499853,0.9886882
1752.6,2971.9,3568.37232589722,-0.1009978,0.9948867
1644.3,2956,3677.85019302368,-0.1282835,0.9917377
1538.467,2942.884,3784.5001335144,-0.08315027,0.996537
1428.893,2940.588,3894.10328674316,0.0007269979,0.9999998
1323.206,2943.851,3999.84999465942,0.08081907,0.9967288
957.2896,2913.683,4370.98598098755,-0.2463995,0.9691684
872.5331,2902.189,4456.60440444946,-0.06716657,0.9977418
760.9,2901.5,4568.35346603394,0.03776932,0.9992865
651.4912,2900.787,4677.83190536499,-0.05208302,0.9986428
562.6884,2888.992,4767.53088760376,-0.2052449,0.9787107
471.6826,2863.05,4862.24559783936,-0.3464711,0.9380608
383.2,2819.3,4961.41110992432,-0.6158115,0.7878937
308.5,2738.8,5071.55736923218,-0.8330534,0.5531927
255,2633.3,5189.91900253296,-0.9280702,0.3724052
220.1718,2532.768,5296.31378555298,-0.9477751,0.3189399
203.0656,2480.08,5351.70889663696,-0.9582791,0.2858341
171.2963,2335.852,5499.57681655884,-0.9924971,0.122268
165,2242.6,5593.06798934937,-0.9988278,0.04840581
161.6546,2144.339,5691.40152740479,-0.9999855,-0.005401879
169.5,2044,5792.25253677368,-0.9848059,-0.1736591
192.8806,1943.632,5895.38137054443,-0.9388913,-0.3442138
234.9113,1853.735,5994.62371444702,-0.9034821,-0.4286261
259.606,1801.164,6052.70541000366,-0.9147444,-0.4040332
302.4697,1693.851,6168.27206039429,-0.9303303,-0.3667228
338.3099,1613.585,6256.22454452515,-0.8910607,-0.4538842
385.6957,1525.059,6356.63659286499,-0.8683876,-0.4958861
440.6,1431.6,6465.03196716309,-0.8733301,-0.4871292
496,1333.8,6577.4563331604,-0.8478998,-0.5301567
559.2,1244.6,6686.84335708618,-0.7464278,-0.6654665
630.9,1181.3,6782.5570526123,-0.5641783,-0.8256531
711.2,1143.5,6871.54959487915,-0.2637061,-0.9646032
753.2067,1136.417,6914.14925765991,-0.107399,-0.9942161
